Source,Heading,Category,Date,Time,URL,Cluster,cluster_similarity_value
The Luxe Cafe, Venetian Fantasy The Floating Venice,travel,2019-06-21,15:02,http://www.theluxecafe.com/stories/venetian-fantasy-floating-venice/,0,0.06
The Luxe Cafe, Dubai Delux,travel,2019-06-21,15:02,http://www.theluxecafe.com/stories/dubai-delux/,0,0.05
The Hindu, In Hyderabad head to KBR Park to spot peacocks,travel,2019-06-08,18:08:00,https://www.thehindu.com/life-and-style/homes-and-gardens/peacock-calling/article27326300.ece,0,0.04
The Hindu, Wondering what to do in Macao Here are five guaranteed safe bets,travel,2019-05-30,10:45:00,https://www.thehindu.com/life-and-style/travel/wondering-what-to-do-in-macao-here-are-five-guaranteed-safe-bets/article27283674.ece,0,0.05
The Luxe Cafe, Blue Beast Alpha on the prowl,travel,2019-06-21,15:02,http://www.theluxecafe.com/stories/blue-beast-alpha-on-the-prowl/,0,0.04
The Hindu, Cowfefe in Latvia,travel,2019-05-24,13:53:00,https://www.thehindu.com/life-and-style/travel/cowfefe-in-latvia/article27233328.ece,0,0.04
Savvy, Jungle Trippin at Tadoba Andhari Tiger Reserve,travel,2016-11-16,15:02,http://www.savvy.co.in/article/travel/jungle-trippin39-at-tadoba-andhari-tiger-reserve/11823,0,0.04
Savvy, Jerusalem Invigorates,travel,2016-09-07,15:02,http://www.savvy.co.in/article/travel/jerusalem-invigorates/11724,0,0.04
The Luxe Cafe, Romantic adventure in Botswana wilderness,travel,2019-06-21,15:02,http://www.theluxecafe.com/travel/travel-spotlight/international/romantic-adventure-in-botswana-wilderness/,0,0.04
The Hindu, Chasing midnight sun in Sweden,travel,2019-05-15,16:13:00,https://www.thehindu.com/life-and-style/travel/chasing-midnight-sun-in-sweden/article27136823.ece,0,0.05
The Hindu, Tales from women mountaineers,travel,2019-06-05,17:32:00,https://www.thehindu.com/life-and-style/travel/sharing-summits/article27513524.ece,0,0.05
The Luxe Cafe, Quirky Indulgences for Quick Stopovers,travel,2019-06-21,15:02,http://www.theluxecafe.com/stories/quirky-indulgences-for-quick-stopovers/,0,0.04
The Luxe Cafe, An ‘ August ’ vacation Kakslauttanen Resort Finland,travel,2019-06-21,15:02,http://www.theluxecafe.com/stories/an-august-vacation-kakslauttanen-resort-finland/,0,0.04
The Luxe Cafe, Luxe holiday homes to rent in Goa,travel,2019-06-21,15:02,http://www.theluxecafe.com/travel/india/luxe-holiday-homes-to-rent-in-goa,1,0.13
The Luxe Cafe, The Making of Alila Bishangarh,travel,2019-06-21,15:02,http://www.theluxecafe.com/stories/making-alila-bishangarh/,1,0.11
The Luxe Cafe, Top yoga retreats you can ’ t miss,travel,2019-06-21,15:02,http://www.theluxecafe.com/stories/top-yoga-retreats-you-cant-miss/,1,0.11
Savvy, Holiday In Style In Goa,travel,2016-12-01,15:02,http://www.savvy.co.in/article/travel/holiday-in-style-in-goa/11876,1,0.14
India Today, Air India to launch holiday packages now Details hereAir India is all set to enter the holiday packages arena and will soon offer tailor made trips to its customers,travel,2019-06-21,15:02:00,https://www.indiatoday.in/lifestyle/travel/story/air-india-to-launch-holiday-packages-now-details-here-1437635-2019-01-23,1,0.2
The Luxe Cafe, Lost and regained in the Latin Quarter,travel,2019-06-21,15:02,http://www.theluxecafe.com/travel/travel-spotlight/international/lost-and-regained-in-the-latin-quarter/,1,0.15
The Hindu, On Michelin starred budget trail in Singapore,travel,2019-06-05,15:09:00,https://www.thehindu.com/life-and-style/travel/on-michelin-starred-budget-trail-in-singapore/article27503382.ece,1,0.16
India Today, IndiGo kicks off Holi 2019 sale with domestic flight tickets from Rs 899 Details hereUnder a new sale IndiGo is offering domestic flight tickets starting at Rs 899 and international flight tickets starting at Rs 3399 The travel period of the flash sale starts from March 20 2019 to September 28 2019,travel,2019-06-21,15:02:00,https://www.indiatoday.in/lifestyle/travel/story/indigo-kicks-off-holi-2019-sale-with-domestic-flight-tickets-from-rs-899-details-here-1471228-2019-03-06,2,0.19
India Today, IndiGo kicks off flash sale with cheap domestic flight tickets from Rs 899 Details hereIn order to avail the IndiGo sale flyers can book tickets between February 11 2019 and February 13 2019,travel,2019-06-21,15:02:00,https://www.indiatoday.in/lifestyle/travel/story/indigo-kicks-off-flash-sale-with-cheap-domestic-flight-tickets-from-rs-899-details-here-1453377-2019-02-11,2,0.23
India Today, Want head or foot massage during tiring train journey Soon you will be able to do so for Rs 100 Indian Railways will soon make the facility of a head massage or a foot massage available during tiring train journeys at a price of Rs 100,travel,2019-06-21,15:02:00,https://www.indiatoday.in/lifestyle/travel/story/want-head-or-foot-massage-during-tiring-train-journey-soon-you-will-be-able-to-do-so-for-rs-100-1547224-2019-06-12,2,0.18
India Today, GoAir kicks off flash sale with domestic flight tickets from Rs 1375 Details hereGoAir recently announced that in a new offer it will be offering domestic flight tickets starting from Rs 1375 The travel period of the offer according to GoAir ’ s website will last till December 15 2019,travel,2019-06-21,15:02:00,https://www.indiatoday.in/lifestyle/travel/story/goair-kicks-off-flash-sale-with-domestic-flight-tickets-from-rs-1-375-details-here-1534475-2019-05-25,2,0.16
India Today, Vistara offers sanitary pad services on flight to celebrate International Womens Day 2019To celebrate International Women ’ s Day 2019 on March 8 Vistara airlines announced the launch of a new service on their flights where they will offer sanitary pads to women onboard the air carrier,travel,2019-06-21,15:02:00,https://www.indiatoday.in/lifestyle/travel/story/vistara-offers-sanitary-pad-services-on-flight-to-celebrate-international-women-s-day-2019-1472242-2019-03-07,2,0.12
India Today, GoAir flash sale has domestic flight tickets from Rs 1899 Details hereThe booking period of GoAirs flash sale starts from February 21 2019 and will end on February 23 2019 The airline is offering domestic flight tickets starting from Rs 1899 and international flight tickets from Rs 5099,travel,2019-06-21,15:02:00,https://www.indiatoday.in/lifestyle/travel/story/goair-flash-sale-has-domestic-flight-tickets-from-rs-1-899-details-here-1462570-2019-02-22,2,0.11
