Newspaper,Heading,Date,Time,URL,Cluster,cluster_similarity_value
India Today, Earn upto 2 lakh per month by applying for UPSC CDS 2 2019 recruitment: Check important dates and vacancy details here,2019-06-01,22:54,https://timesofindia.indiatimes.com/education-today/government-jobs/story/2-lakh-per-month-upsc-cds-2-2019-recruitment-darkari-naukri-sarkari-result-divd-1539215-2019-05-31,0,0.24
India Today," [WATCH] Nipah virus can be transmitted through contaminated water and fruits, warns govt advisory",2019-06-01,22:54,https://timesofindia.indiatimes.com/education-today/video/-watch-nipah-virus-can-be-transmitted-through-contaminated-water-and-fruits-warns-govt-advisory-1238575-2018-05-22,0,0.17
India Today, Why your mental health is an important factor in your government exam preparation,2019-06-01,22:54,https://timesofindia.indiatimes.com/education-today/featurephilia/story/why-your-mental-health-is-an-important-factor-in-your-govt-exam-preparation-1536297-2019-05-28,0,0.19
Time of India,PCMS doctors up in arms over delayed promotions & direct quota recruitment,2019-06-01, 21:53:00,https://timesofindia.indiatimes.com/home/education/news/pcms-doctors-up-in-arms-over-delayed-promotions-direct-quota-recruitment/articleshow/69614137.cms,0,0.2
India Today, 10 ways to politely say 'NO',2019-06-01,22:54,https://timesofindia.indiatimes.com/education-today/grammar-vocabulary/story/10-ways-to-politely-say-no-1505465-2019-04-19,0,0.17
Indian Express,"Andhra University UG, PG result 2019 declared at andhrauniversity.edu.in: Steps to check marks",2019-06-01,18:21:28:00,https://indianexpress.com/article/education/andhra-university-ug-pg-result-2019-declared-at-andhrauniversity-edu-in-steps-to-check-marks-manabadi-com-5760367/,1,0.48
India Today," UPCATET result 2019 declared, check result at upcatet.org",2019-06-01,22:54,https://timesofindia.indiatimes.com/education-today/notification/story/upcatet-result-2019-declared-check-result-at-upcatet-org-1540066-2019-06-01,1,0.67
Hindiustan Times,"NEET answer key 2019: Last few hours left to raise objections, result expected by June 5",2019-06-01,12:57:00,https://www.hindustantimes.com/education/neet-answer-key-2019-last-few-hours-left-to-raise-objections-result-expected-by-june-5/story-lqHzWXvno2xMZx3t9N8kSM.html,2,0.46
India Today," NEET answer key 2019: Last 1 hour to raise objection, result to be released on June 5 at www.ntaneet.nic.in",2019-06-01,22:54,https://timesofindia.indiatimes.com/education-today/news/story/neet-answer-key-2019-last-1-hour-to-raise-objection-result-to-be-released-on-june-5-at-www-ntaneet-nic-in-1540191-2019-06-01,2,0.45
Indian Express,"TS ICET answer key 2019: How to download, raise objections",2019-06-01,12:35:20:00,https://indianexpress.com/article/education/ts-icet-answer-key-2019-how-to-download-raise-objections-icet-tsche-ac-in-5759917/,2,0.57
