Newspaper,Heading,Category,Date,Time,URL
India Today," Gujarat govt aborts Navaratri holidays on popular demand for schools and colleges Gujarat govt has canceled the eight-day Navaratri break for government
schools and colleges on popular demand by the private schools. ",news,2019-06-07,22:06:00,https://www.indiatoday.in/education-today/news/story/gujarat-govt-aborts-navaratri-holidays-on-popular-demand-for-schools-and-colleges-1544313-2019-06-07
India Today," IIT Madras hosts 2nd edition of Carbon Zero Challenge to tackle environmental problems in India From 996 applications from 25 states, 24 teams were shortlisted and received
training and mentoring along with financial support of up to Rs 5 lakh to
build their prototypes and evolve their business models.",news,2019-06-07,22:06:00,https://www.indiatoday.in/education-today/news/story/iit-madras-hosts-2nd-edition-of-carbon-zero-challenge-to-tackle-environmental-problems-in-india-1544445-2019-06-07
India Today," West Bengal govt lays emphasis on creating village entrepreneursFor providing marketing linkage of Self Help Group (SHG) products, state SHG
and Self West Bengal Empowerment Minister Sadhan Pande said that the
government is opening counters in different towns as one-stop shops",news,2019-06-07,22:06:00,https://www.indiatoday.in/education-today/news/story/west-bengal-govt-lays-emphasis-on-creating-village-entrepreneurs-1544357-2019-06-07
India Today," NEET 2019 suicides in Tamil Nadu: Political parties demand exemption of TN students from NEETAn 18-year-old girl, M Monisha, committed suicide by hanging herself in her
house after failing to clear the National Eligibility-cum-Entrance Test
(NEET), a day after two girls, S Ritusree and N Vaishiya ended their lives in
Tamil Nadu for the same reason.",news,2019-06-07,22:06:00,https://www.indiatoday.in/education-today/news/story/neet-2019-suicides-in-tamil-nadu-political-parties-demand-exemption-of-tn-students-from-neet-1544417-2019-06-07
India Today,  Maharashtra SSC Result 2019: Date and time confirmedStudents can check their Maharashtra SSC Result 2019 at mahresult.nic.in.,news,2019-06-07,22:06:00,https://www.indiatoday.in/education-today/news/story/-maharashtra-ssc-result-2019-date-and-time-confirmed-1544410-2019-06-07
India Today," RBSE 8th result 2019 declared, records 100% pass percentageStudents can check their RBSE 8th result 2019 at
rajeduboard.rajasthan.gov.in, rajresults.nic.in.",news,2019-06-07,22:06:00,https://www.indiatoday.in/education-today/news/story/rbse-8th-result-2019-declared-records-100-pass-percentage-1544374-2019-06-07
India Today," RBSE 8th Result 2019 DECLARED: How to check Rajasthan Board 8th Result via SMS or mobileRBSE 8th Result 2019: Rajasthan Board will declare the BSER 8th Result 2019
at 4 pm today on the official websites rajeduboard.rajasthan.gov.in and
Result.gov.in. Here’s how RBSE Class 8 students can check the 8th Board
Result via SMS or mobile.",news,2019-06-07,22:06:00,https://www.indiatoday.in/education-today/news/story/rbse-8th-result-2019-declared-how-to-check-rajasthan-board-8th-result-via-sms-or-mobile-1544376-2019-06-07
India Today," DECLARED! RBSE 8th Result 2019 out @ rajresults.nic.in: How to check Rajasthan Class 8 resultsThe Rajasthan Board of Secondary Education (RBSE or BSER) has declared the
RBSE class 8 result 2019 or Rajasthan Board Class 8 Result 2019 today, June
7.",news,2019-06-07,22:06:00,https://www.indiatoday.in/education-today/news/story/declared-rbse-8th-result-2019-out-rajresults-nic-in-how-to-check-rajasthan-class-8-results-1544363-2019-06-07
India Today," Punjab Cabinet approves 994 posts for new medical collegeThe Punjab Cabinet on Thursday approved the creation of 994 posts of teaching
faculty, para-medical staff and multi-task workers for the upcoming
Government Medical College in Mohali",news,2019-06-07,22:06:00,https://www.indiatoday.in/education-today/news/story/punjab-cabinet-approves-994-posts-for-new-medical-college-1544364-2019-06-07
India Today," HRD Minister Ramesh Pokhriyal wants more credibility for open university degreesHRD Minister Ramesh Pokhriyal 'Nishank' stressed the need to improve the
credibility of the degrees provided by open universities in India.",news,2019-06-07,22:06:00,https://www.indiatoday.in/education-today/news/story/hrd-minister-ramesh-pokhriyal-wants-more-credibility-for-open-university-degrees-1544356-2019-06-07
India Today," 3rd review meeting by HRD Ministry: Open distance learning, digital initiatives, and other important issues discussedHere's a look at what has been discussed by the Ministry of Human Resource
Development.",news,2019-06-07,22:06:00,https://www.indiatoday.in/education-today/news/story/3rd-review-meeting-by-hrd-ministry-discusses-open-distance-learning-digital-initiatives-1544339-2019-06-07
